region,topic,progress,title,text,simplified_text,n_tokens,n_tokens_all,n_chars,n_chars_all,n_syllables,n_words,n_unique_lemmas,n_sentences,n_other,n_nouns,n_verbs,n_number,n_symbols,n_adverbs,n_articles,n_pronouns,n_particles,n_adjectives,n_prepositions,n_proper_nouns,n_punctuations,n_interjections,n_coordinating_conjunctions,n_subordinating_conjunctions,n_active_verbs,n_passive_verbs,ttr,gulpease,flesch_vacca,lexical_density,n_vdb,n_vdb_fo,n_vdb_au,n_vdb_ad,semantic_similarity,editdistance,n_added_tokens,n_deleted_tokens,n_added_vdb_tokens,n_deleted_vdb_tokens,readit_base,readit_lexical,readit_syntactic,readit_global
molise,Regolamento Edilizio e Norme Techiche di Attuazione,1,Art. 7 - Opere soggette ad autorizzazione,"Le seguenti opere, permanenti, semipermanenti o in precario sia pubbliche che private sono soggette ad autorizzazione:
- lottizzazione di aree a scopo edificatorio;
- opere di urbanizzazione;
- nuove costruzioni;
- ampliamenti, sopraelevazioni, ricostruzioni anche parziali;
- modifiche e riattamenti dell'aspetto esterno dei fabbricati;
- modifiche nell'ubicazione di costruzioni trasferibili;
- demolizioni;
- costruzione, restauro, modifiche, demolizione e ricostruzione di muri di cinte, cancellate, recinzioni, prospicienti spazi di uso pubblico, chioschi permanenti e provvisori;
- scavi, rinterri, muri di sostegno e rilevati in genere, quando modificano in misura notevole lo stato dei luoghi, fognature, acquedotto;
- cappelle, edicole e monumenti funerari in genere;
- abbattimento di alberi in zone destinate dal P.R.G. a parchi e giardini privati ed in complessi alberati di valore ambientale;
- aperture e modifiche di accessi privati sulle fronti stradali e su aree pubbliche;
- costruzione o trasformazione di vetrine, collocamento di insegne, mostre, cartelli od affissi pubblicitari od indicatori, lumi, memorie, monumenti, costruzione di tettorie, pensiline, verande o tende all'esterno di edifici, anche provvisorie, in luoghi pubblici aperti o prospettanti luoghi pubblici;
- esecuzione di manutenzione straordinaria, qualora comporti installazioni di ponteggi o scale mobili o ponti volanti;
- installazione di condutture elettriche, telefoniche, di gas, fognature, ecc., sia da parte di privati che di società concessionaria, nei suoli pubblici e privati e negli esterni di edifici esistenti;
- rivestimenti, decorazioni, e tinteggiatura di edifici.

Quando le opere siano da eseguirsi per ordine dell'autorità giudiziaria, si dovrà fare esplicita menzione nella domanda di licenza, precisando gli estremi della sentenza e riportando integralmente la parte del dispositivo precisante le opere ordinate.

Nessuna modificazione o riduzione potrà apportarsi in corso di lavoro, alle opere autorizzate, prima di averne chiesta ed ottenuta licenza, equivalendo ciò ad esecuzione abusiva di opere edilizie ai sensi del succitato articolo 31 della Legge urbanistica.","Le seguenti opere, permanenti, semipermanenti o in precario, sia pubbliche che private, sono soggette ad autorizzazione:
- la lottizzazione di aree a scopo edificatorio;
- le opere di urbanizzazione;
- le nuove costruzioni;
- gli ampliamenti, le sopraelevazioni, le ricostruzioni anche parziali;
- le modifiche e i riattamenti dell'aspetto esterno dei fabbricati;
- le modifiche nell'ubicazione di costruzioni trasferibili;
- le demolizioni;
- la costruzione, il restauro, le modifiche, la demolizione e la ricostruzione di muri di cinta, cancellate, recinzioni prospicienti spazi di uso pubblico, chioschi permanenti e provvisori;
- gli scavi, i rinterri, i muri di sostegno e i rilevati in genere, quando modificano in modo significativo lo stato dei luoghi, le fognature, l'acquedotto;
- le cappelle, le edicole e i monumenti funerari in genere;
- l'abbattimento di alberi in zone destinate dal P.R.G. a parchi e giardini privati e in complessi alberati di valore ambientale;
- le aperture e le modifiche di accessi privati sulle fronti stradali e su aree pubbliche;
- la costruzione o trasformazione di vetrine, il collocamento di insegne, mostre, cartelli o affissi pubblicitari o indicatori, lumi, memorie, monumenti, la costruzione di tettorie, pensiline, verande o tende all'esterno di edifici, anche provvisorie, in luoghi pubblici aperti o prospicienti luoghi pubblici;
- l'esecuzione di manutenzione straordinaria, qualora comporti installazioni di ponteggi, scale mobili o ponti volanti;
- l'installazione di condutture elettriche, telefoniche, di gas, fognature, ecc., sia da parte di privati che di società concessionarie, nei suoli pubblici e privati e negli esterni di edifici esistenti;
- i rivestimenti, le decorazioni e la tinteggiatura di edifici.

Quando le opere devono essere eseguite per ordine dell'autorità giudiziaria, si dovrà fare esplicita menzione nella domanda di licenza. È necessario specificare gli estremi della sentenza e riportare integralmente la parte del dispositivo che precisa le opere ordinate.

Nessuna modifica o riduzione potrà essere apportata in corso di lavoro alle opere autorizzate, prima di averne chiesta ed ottenuta licenza. Questo equivale a esecuzione abusiva di opere edilizie ai sensi del citato articolo 31 della Legge urbanistica.",328,405,1877,1954,782,201,170,21,0,119,22,1,0,5,42,5,0,49,58,1,77,0,23,3,16,6,61.28048780487805,50.98170731707317,35.41144018583043,0.5945121951219512,258,213,44,55,98.36653470993042,159,30,17,27,10,0.355,0.309,0.985,0.987
molise,Regolamento Edilizio e Norme Techiche di Attuazione,2,Art. 8 - Opere non soggette ad autorizzazione,"Non sono soggette alla autorizzazione:
- le opere pubbliche da eseguirsi direttamente da Amministrazioni Statali. Tali Amministrazioni comunque devono depositare presso il Sindaco prima dell'inizio di qualsiasi opera, la prova dell'accertamento di cui agli articoli 29 e 31 comma 2° della vigente legge urbanistica;
- (voce eliminata)
- le opere e le installazioni per la segnaletica stradale orizzontale e verticale, in applicazione del Codice della strada;
- le opere in ordinaria e straordinaria manutenzione che non comportino modificazioni dei fabbricati e comunque non interessino edifici tutelati ai sensi della legge 1 giugno1939, n. 1089;
- la costruzione di baracche da cantiere e le protezioni stagionali;
- gli impianti di servizi accessori dei fabbricati come illuminazione, energia industriale, gas, telefono, riscaldamento, ventilazione, ascensori, montacarichi ed opere inerenti, salvo l'osservanza delle disposizioni di Legge e di Regolamento speciali e solo nel caso che tali impianti non comportino la esecuzione di opere visibili all'esterno;
- le opere di assoluta urgenza e di necessità immediata ordinata dal Sindaco.

Del pari non è richiesta l'autorizzazione per la modificazione della situazione in atto del suolo, per eseguirvi strade, scavi, spianamenti, canali e, in genere, qualsiasi alterazione di sopra e sottosuolo che risponda ad esigenza di carattere agrario o minerario.

L'esenzione dell'autorizzazione non esonera l'interessato dall'obbligo della preventiva denuncia agli effetti dell'applicazione della imposta di consumo o da altra imposta sostitutiva di questa sui materiali od apparecchi impiegati.","Non sono soggette all'autorizzazione:
- le opere pubbliche da eseguire direttamente da Amministrazioni Statali. Tali Amministrazioni devono depositare presso il Sindaco, prima dell'inizio di qualsiasi opera, la prova dell'accertamento di cui agli articoli 29 e 31, comma 2° della vigente legge urbanistica;
- (voce eliminata)
- le opere e le installazioni per la segnaletica stradale orizzontale e verticale, in applicazione del Codice della strada;
- le opere in ordinaria e straordinaria manutenzione che non comportino modifiche dei fabbricati e che non interessino edifici tutelati ai sensi della legge 1 giugno 1939, n. 1089;
- la costruzione di baracche da cantiere e le protezioni stagionali;
- gli impianti di servizi accessori dei fabbricati come illuminazione, energia industriale, gas, telefono, riscaldamento, ventilazione, ascensori, montacarichi e opere correlate. Questo è valido salvo l'osservanza delle disposizioni di legge e di regolamento speciali e solo nel caso in cui tali impianti non comportino l'esecuzione di opere visibili all'esterno;
- le opere di assoluta urgenza e di necessità immediata ordinate dal Sindaco.

Inoltre, non è richiesta l'autorizzazione per la modifica della situazione attuale del suolo. Questa modifica include l'esecuzione di strade, scavi, spianamenti, canali e, in generale, qualsiasi alterazione di sopra e sottosuolo che risponda a esigenze di carattere agrario o minerario.

L'esenzione dall'autorizzazione non esonera l'interessato dall'obbligo della preventiva denuncia per l'applicazione dell'imposta di consumo o di altra imposta sostitutiva su materiali o apparecchi impiegati.",237,276,1368,1407,569,154,135,12,0,84,15,5,0,11,24,6,0,29,48,0,39,0,15,0,13,2,64.9789029535865,46.46835443037975,30.19514767932486,0.5864978902953587,181,141,39,32,98.88802766799927,123,19,23,17,15,0.618,0.907,0.982,0.997
molise,Regolamento Edilizio e Norme Techiche di Attuazione,3,Art. 26 - Occupazione temporanea e manomissione del suolo pubblico,"Nel caso di necessità di occupazione di suolo pubblico, deve essere fatta separata domanda al Sindaco con la indicazione planimetrica dell'area da includere nel recinto di cantiere, al fine di ottenere la concessione temporanea per la durata presunta dei lavori.

La concessione è rinnovabile di sei mesi in sei mesi ed è subordinata al pagamento della tassa di occupazione di spazi ed aree pubbliche ed al versamento cauzionale, per la rimessa in ripristino, sia di terrazzamento sia di pavimentazione o vegetazione, allo scadere della concessione oppure in caso di prolungata sospensione dei lavori.

Il predetto deposito cauzionale viene restituito per intero o in parte, a seconda che il ripristino sia stato eseguito a regola d'arte o meno, trascorsi 60 (sessanta) giorni dall'avvenuto ripristino del suolo manomesso.","Nel caso di necessità di occupazione di suolo pubblico, il richiedente deve fare una domanda separata al Sindaco. Nella domanda, il richiedente deve indicare planimetricamente l'area da includere nel recinto di cantiere. Questo è necessario per ottenere la concessione temporanea per la durata presunta dei lavori.

La concessione è rinnovabile ogni sei mesi. Essa è subordinata al pagamento della tassa di occupazione di spazi ed aree pubbliche e al versamento cauzionale. Questo versamento è per il ripristino, sia di terrazzamento sia di pavimentazione o vegetazione, alla scadenza della concessione oppure in caso di prolungata sospensione dei lavori.

Il deposito cauzionale viene restituito per intero o in parte. Questa restituzione dipende dal fatto che il ripristino sia stato eseguito a regola d'arte o meno. La restituzione avviene trascorsi 60 (sessanta) giorni dall'avvenuto ripristino del suolo manomesso.",138,153,768,783,324,95,79,9,0,45,20,3,0,2,14,2,0,11,32,0,15,0,8,1,15,5,68.84057971014492,52.91304347826087,38.05797101449273,0.5652173913043478,103,85,17,17,98.93850684165955,166,23,12,15,7,0.301,0.111,0.18600000000000003,0.040999999999999995
molise,Regolamento Edilizio e Norme Techiche di Attuazione,4,Art. 27 - Controllo sulla esecuzione dei lavori,"Ogni costruzione è soggetta al controllo dell'Autorità Comunale durante la esecuzione dei lavori.

La vigilanza sulla esecuzione delle opere viene esercitata da Funzionari od Agenti Comunali i quali dovranno avere libero accesso agli immobili.","Ogni costruzione è soggetta al controllo dell'Autorità Comunale durante l'esecuzione dei lavori.

I funzionari o agenti comunali esercitano la vigilanza sull'esecuzione delle opere. Questi funzionari o agenti devono avere libero accesso agli immobili.",36,39,215,218,89,32,27,3,0,14,4,0,0,0,5,0,0,4,7,0,3,0,2,0,4,0,88.88888888888889,54.27777777777778,33.30555555555554,0.6111111111111112,27,21,7,2,98.23533296585083,71,13,12,12,9,0.102,1.0,0.20199999999999999,0.027999999999999997
molise,Regolamento Edilizio e Norme Techiche di Attuazione,5,Art. 28 - Visite di controllo - termini e modalità,"Durante l'esecuzione dei lavori i proprietari dovranno chiedere per iscritto l'effettuazione delle seguenti tre visite di funzionari o agenti municipali per constatare il regolare andamento e l'esatta corrispondenza delle opere in esecuzione col progetto approvato ed eventuali varianti preventivamente autorizzate:
- Visita alle fondazioni: La prima visita verrà effettuata non appena le opere di fondazione siano ultimate
- Visita al rustico: La seconda visita verrà effettuata non appena ultimata la costruzione delle strutture portanti ivi comprese le murature d'ambito, scale, coperture e tavolati divisori.
- Visita ai lavori ultimati: La terza visita verrà effettuata a lavori ultimati per constatare in via definitiva la corrispondenza delle opere ivi comprese tutte le rifiniture e materiali impiegati per i rivestimenti esterni, al progetto approvato e alle eventuali varianti preventivamente autorizzate.

Dell'obbligo della richiesta scritta delle visite di controllo di cui ai punti a, b, e c, verrà fatta menzione nelle prescrizioni contenute nella licenza di costruzione.

Qualora nel corso delle suddette visite si accertasse la difformità delle opere eseguite da quelle approvate, si procederà nei confronti dei trasgressori a termine di legge.

Per ogni visita sarà redatto apposito verbale in duplice copia di cui una deve rimanere in cantiere.

La mancata visita da parte dei servizi comunali non esime il titolare della licenza di costruzione il Direttore dei lavori o l'assuntore dei lavori dalle loro responsabilità circa l'inosservanza tanto delle norme generali di legge o di regolamento quanto delle modalità esecutive che siano fissate nella licenza di costruzione.","Durante l'esecuzione dei lavori, i proprietari dovranno richiedere per iscritto l'effettuazione delle seguenti tre visite di funzionari o agenti municipali. Queste visite serviranno a verificare il regolare andamento e l'esatta corrispondenza delle opere in esecuzione con il progetto approvato ed eventuali varianti autorizzate in anticipo:

- **Visita alle fondazioni**: la prima visita verrà effettuata non appena le opere di fondazione siano ultimate.
- **Visita al rustico**: la seconda visita verrà effettuata non appena sarà ultimata la costruzione delle strutture portanti, comprese le murature d'ambito, scale, coperture e tavolati divisori.
- **Visita ai lavori ultimati**: la terza visita verrà effettuata a lavori ultimati per verificare in via definitiva la corrispondenza delle opere, comprese tutte le rifiniture e materiali impiegati per i rivestimenti esterni, al progetto approvato e alle eventuali varianti autorizzate in anticipo.

Dell'obbligo della richiesta scritta delle visite di controllo di cui ai punti a, b e c, verrà fatta menzione nelle prescrizioni contenute nella licenza di costruzione.

Se, nel corso delle suddette visite, si accertasse la difformità delle opere eseguite rispetto a quelle approvate, si procederà nei confronti dei trasgressori secondo quanto previsto dalla legge.

Per ogni visita, sarà redatto un apposito verbale in duplice copia. Una copia deve rimanere in cantiere.

La mancata visita da parte dei servizi comunali non esime il titolare della licenza di costruzione, il Direttore dei lavori o l'assuntore dei lavori dalle loro responsabilità. Queste responsabilità riguardano l'inosservanza delle norme generali di legge o di regolamento e delle modalità esecutive fissate nella licenza di costruzione.",255,297,1463,1505,624,152,127,13,1,85,33,1,0,5,28,6,0,26,58,0,42,0,10,2,23,10,59.6078431372549,46.92156862745098,27.325791855203587,0.5843137254901961,195,160,33,26,97.626131772995,180,17,14,15,9,0.893,0.37200000000000005,1.0,1.0
molise,Regolamento Edilizio e Norme Techiche di Attuazione,6,Art. 29 - Cautele contro danni a manufatti per servizi pubblici,"Qualora per l'esecuzione di opere occorra manomettere il suolo e sottosuolo pubblico o costruire recinzioni e ponteggi, il costruttore dovrà:
- Ottenere l'autorizzazione dell'Amministrazione Comunale;
- Adottare le cautele necessarie per evitare danni ai relativi manufatti e condutture;
- Dare avviso agli Uffici od Impresa che eserciscono servizi pubblici.","Se per l'esecuzione di opere è necessario manomettere il suolo e il sottosuolo pubblico o costruire recinzioni e ponteggi, il costruttore dovrà:
- ottenere l'autorizzazione dell'Amministrazione Comunale;
- adottare le cautele necessarie per evitare danni ai relativi manufatti e condutture;
- avvisare gli Uffici o l'Impresa che gestiscono servizi pubblici.",51,59,300,308,128,43,38,4,0,16,9,0,0,0,8,1,0,6,5,0,8,0,5,1,9,0,84.31372549019608,53.705882352941174,30.112745098039227,0.6078431372549019,38,33,4,7,99.33799505233765,31,8,9,7,4,0.138,1.0,0.054000000000000006,0.033
molise,Regolamento Edilizio e Norme Techiche di Attuazione,7,Art. 30 - Interruzione dei lavori ed obblighi relativi,"In caso di interruzione delle opere il proprietario dovrà fare eseguire i lavori necessari a mantenere la solidità della parte costruita ed a togliere eventuali deturpazioni.

In caso di inadempienza il Sindaco potrà provvedere d'Ufficio, ai sensi dell'art. 153 del T.U. Legge Comunale e Provinciale, con spese a carico degli interessati.

Trascorso un mese dalla interruzione delle opere e salvo il caso che questa dipenda da provate cause di forza maggiore, sarà facoltà del Sindaco di far cessare l'occupazione di suolo pubblico eventualmente autorizzata.","In caso di interruzione delle opere, il proprietario dovrà far eseguire i lavori necessari. Questi lavori servono a mantenere la solidità della parte costruita e a rimuovere eventuali deturpazioni.

In caso di inadempienza, il Sindaco potrà provvedere d'Ufficio. Questo provvedimento avverrà ai sensi dell'art. 153 del T.U. Legge Comunale e Provinciale, con spese a carico degli interessati.

Trascorso un mese dall'interruzione delle opere, e salvo il caso che questa dipenda da provate cause di forza maggiore, sarà facoltà del Sindaco far cessare l'occupazione di suolo pubblico eventualmente autorizzata.",92,102,509,519,210,73,63,5,0,30,15,1,0,1,9,1,0,8,21,2,10,0,3,1,15,0,79.34782608695652,49.97826086956522,39.23043478260869,0.5869565217391305,71,58,14,11,99.52888488769531,56,7,4,6,3,0.295,0.948,0.479,0.18100000000000002
molise,Regolamento Edilizio e Norme Techiche di Attuazione,8,Art. 31 - Demolizioni,"Nelle opere di demolizioni è vietato tenere accumulati in qualsiasi luogo, materiali provenienti dalle demolizioni stesse, quando possa esservi pericolo di incendio ed è vietato accumulare materiali pesanti nei piani superiori di un edificio.

È vietato altresì calare materiali di demolizioni verso la via pubblica; quando ciò sia reso necessario dalla natura delle opere o dei luoghi, i materiali stessi dovranno venir calati entro contenitori o per appositi condotti o mediante corde od altri mezzi che diano garanzia di sicurezza.

Dovranno, altresì, osservarsi le eventuali prescrizioni stabilite dagli altri regolamenti comunali ed adottarsi tutte quelle speciali cautele che l'Autorità Comunale potrà ordinare caso per caso e dovranno adottarsi gli accorgimenti atti ad evitare il polverio.","Nelle opere di demolizione, è vietato tenere accumulati in qualsiasi luogo materiali provenienti dalle demolizioni stesse, quando possa esserci pericolo di incendio. È vietato anche accumulare materiali pesanti nei piani superiori di un edificio.

È vietato calare materiali di demolizione verso la via pubblica. Quando ciò sia necessario a causa della natura delle opere o dei luoghi, i materiali dovranno essere calati entro contenitori, per appositi condotti o mediante corde o altri mezzi che garantiscano sicurezza.

Inoltre, dovranno essere rispettate le eventuali prescrizioni stabilite dagli altri regolamenti comunali. Sarà necessario adottare tutte quelle speciali cautele che l'Autorità Comunale potrà ordinare caso per caso. Infine, dovranno essere presi gli accorgimenti atti ad evitare il polverio.",115,128,684,697,292,93,73,7,0,29,30,0,0,3,9,4,0,15,19,1,13,0,3,2,15,15,80.8695652173913,47.78260869565217,24.527950310558982,0.6695652173913044,98,84,14,9,99.41955208778381,99,18,17,14,8,0.479,0.912,0.065,0.675
veneto,Regolamento comunale per la tutela degli animali,1,Art. 1 – Valori etici e culturali,"Il Comune di Verona nell'ambito dei principi e indirizzi fissati dalle vigenti leggi tutela le specie animali non umane, in conformità a principi etici e morali, e riconosce agli stessi il diritto a una esistenza compatibile con la loro natura, quale elemento fondamentale e indispensabile di una morale biocentrica.

Il Comune di Verona, comunità portatrice di elevati valori di cultura e civiltà, individua nella tutela delle specie animali non umane uno strumento finalizzato al rispetto e alla tolleranza verso tutti gli esseri viventi e, in particolare, verso i più deboli.

Il Comune di Verona, per favorire la corretta convivenza fra uomo e animali, e tutelare la salute pubblica e l'ambiente, promuove e sostiene iniziative e interventi rivolti alla conservazione degli ecosistemi e degli equilibri ecologici; le modifiche degli assetti del territorio dovranno tenere conto anche degli habitat a cui gli animali sono legati per la loro esistenza.

Il Comune di Verona si impegna a operare affinché sia promosso, nel sistema educativo rivolto all'intera popolazione e soprattutto all'infanzia, il rispetto degli animali e il principio della corretta convivenza con gli stessi.

Il Comune di Verona si adopera altresì a diffondere e promuovere le garanzie giuridiche attribuite agli animali dalle normative vigenti.

Il Comune di Verona riconosce la libertà di ogni cittadino di esercitare le attività connesse alla cura degli animali, quale mezzo che concorre a sviluppare la personalità e ad attenuare le difficoltà espressive e di socializzazione, soprattutto nelle fasi dell'infanzia e della vecchiaia.

Il Comune di Verona riconosce validità etica e morale a tutte le forme di pensiero che si richiamano al dovere del rispetto e della promozione di iniziative per la sopravvivenza delle specie animali.

Il Comune di Verona, in collaborazione con i Servizi Veterinari dell'Azienda Ulss 9 Scaligera, promuove e attua corsi di formazione e/o di aggiornamento sul benessere animale rivolti ai medici veterinari, al personale di vigilanza, agli operatori del settore e alle associazioni di volontariato.

Il Comune di Verona, i Servizi Veterinari dell'Azienda Ulss 9 Scaligera e l'Ordine dei Medici Veterinari, in collaborazione con le Associazioni Protezionistiche iscritte all'Albo Regionale riconosciute ai sensi dell'art. 9 della L.R. 60/93 e della circolare applicativa n. 11 del 10.5.1994, promuovono programmi di formazione e informazione rivolti alle scuole e ai cittadini.","Il Comune di Verona tutela le specie animali non umane nell'ambito dei principi e indirizzi fissati dalle leggi vigenti. Questo avviene in conformità a principi etici e morali. Il Comune riconosce alle specie animali non umane il diritto a un'esistenza compatibile con la loro natura, quale elemento fondamentale di una morale biocentrica.

Il Comune di Verona, comunità portatrice di elevati valori di cultura e civiltà, individua nella tutela delle specie animali non umane uno strumento per il rispetto e la tolleranza verso tutti gli esseri viventi. In particolare, il Comune si rivolge ai più deboli.

Per favorire la corretta convivenza fra uomo e animali e tutelare la salute pubblica e l'ambiente, il Comune di Verona promuove e sostiene iniziative e interventi rivolti alla conservazione degli ecosistemi e degli equilibri ecologici. Le modifiche degli assetti del territorio dovranno tenere conto anche degli habitat a cui gli animali sono legati per la loro esistenza.

Il Comune di Verona si impegna a operare affinché sia promosso, nel sistema educativo rivolto all'intera popolazione e soprattutto all'infanzia, il rispetto degli animali e il principio della corretta convivenza con gli stessi.

Il Comune di Verona si adopera anche a diffondere e promuovere le garanzie giuridiche attribuite agli animali dalle normative vigenti.

Il Comune di Verona riconosce la libertà di ogni cittadino di esercitare le attività connesse alla cura degli animali. Questo è visto come un mezzo che contribuisce a sviluppare la personalità e ad attenuare le difficoltà espressive e di socializzazione, soprattutto nelle fasi dell'infanzia e della vecchiaia.

Il Comune di Verona riconosce validità etica e morale a tutte le forme di pensiero che si richiamano al dovere del rispetto e della promozione di iniziative per la sopravvivenza delle specie animali.

In collaborazione con i Servizi Veterinari dell'Azienda Ulss 9 Scaligera, il Comune di Verona promuove e attua corsi di formazione e/o di aggiornamento sul benessere animale. Questi corsi sono rivolti ai medici veterinari, al personale di vigilanza, agli operatori del settore e alle associazioni di volontariato.

Il Comune di Verona, i Servizi Veterinari dell'Azienda Ulss 9 Scaligera e l'Ordine dei Medici Veterinari, insieme alle Associazioni Protezionistiche iscritte all'Albo Regionale, promuovono programmi di formazione e informazione rivolti alle scuole e ai cittadini.",376,405,2035,2064,872,203,161,15,0,96,41,2,0,9,48,10,0,33,84,28,29,0,24,1,35,6,53.98936170212766,46.84574468085106,30.1886524822695,0.47606382978723405,284,238,56,54,99.17234778404236,333,16,14,16,7,0.893,0.222,0.33299999999999996,0.82
veneto,Regolamento comunale per la tutela degli animali,2,Art. 2 – Competenze del Sindaco,"Il Sindaco, sulla base del dettato degli artt. 823 e 826 del Codice Civile, esercita la tutela delle specie animali che vivono stabilmente o temporaneamente sul territorio comunale, vigilando a mezzo degli organi competenti sui maltrattamenti, sugli atti di crudeltà e sull'abbandono degli animali presenti allo stato libero nel territorio comunale.

Al Sindaco, in base al D.P.R. 31.3.1979, spetta la vigilanza sull'osservanza delle leggi e dei regolamenti generali e locali, relativi alla protezione degli animali e alla difesa del patrimonio zootecnico, nonché l'attuazione delle disposizioni previste nel presente Regolamento anche mediante l'adozione di specifici provvedimenti applicativi.

Il Sindaco, per motivi di sanità e sicurezza pubblica, può disporre provvedimenti straordinari per la gestione delle specie animali che vivono stabilmente o temporaneamente allo stato libero nel territorio comunale.","Il Sindaco esercita la tutela delle specie animali che vivono stabilmente o temporaneamente sul territorio comunale sulla base degli artt. 823 e 826 del Codice Civile. Egli vigila, attraverso gli organi competenti, sui maltrattamenti, sugli atti di crudeltà e sull'abbandono degli animali presenti allo stato libero nel territorio comunale.

In base al D.P.R. 31.3.1979, la vigilanza sull'osservanza delle leggi e dei regolamenti generali e locali relativi alla protezione degli animali e alla difesa del patrimonio zootecnico spetta al Sindaco. Inoltre, il Sindaco è responsabile dell'attuazione delle disposizioni previste nel presente Regolamento, anche attraverso l'adozione di specifici provvedimenti applicativi.

Per motivi di sanità e sicurezza pubblica, il Sindaco può disporre provvedimenti straordinari per la gestione delle specie animali che vivono stabilmente o temporaneamente allo stato libero nel territorio comunale.",132,144,793,805,328,89,72,5,0,40,9,3,0,6,8,3,0,20,34,1,12,0,8,0,9,0,67.42424242424242,40.28787878787879,18.08484848484847,0.5681818181818182,90,69,24,12,99.40626621246338,190,13,8,11,6,0.973,0.785,0.07,0.109
